,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Adormirea Maicii Domnului,Adormirea Maicii Domnului_lower,Adormirea Maicii Domnului_upper,Anul Nou,Anul Nou_lower,Anul Nou_upper,Crăciunul,Crăciunul_lower,Crăciunul_upper,Paștele,Paștele_lower,Paștele_upper,Rusaliile,Rusaliile_lower,Rusaliile_upper,Sfântul Andrei,Sfântul Andrei_lower,Sfântul Andrei_upper,Unirea Principatelor Române,Unirea Principatelor Române_lower,Unirea Principatelor Române_upper,Ziua Copilului,Ziua Copilului_lower,Ziua Copilului_upper,Ziua Muncii,Ziua Muncii_lower,Ziua Muncii_upper,Ziua Națională a României,Ziua Națională a României_lower,Ziua Națională a României_upper,additive_terms,additive_terms_lower,additive_terms_upper,avg_air_temp (°C),avg_air_temp (°C)_lower,avg_air_temp (°C)_upper,avg_rel_humidity (%),avg_rel_humidity (%)_lower,avg_rel_humidity (%)_upper,avg_sea-lvl_air_pres (hPa),avg_sea-lvl_air_pres (hPa)_lower,avg_sea-lvl_air_pres (hPa)_upper,avg_wind_speed (km/h),avg_wind_speed (km/h)_lower,avg_wind_speed (km/h)_upper,daily,daily_lower,daily_upper,day_of_week,day_of_week_lower,day_of_week_upper,day_of_year,day_of_year_lower,day_of_year_upper,exported_real_energy,exported_real_energy_lower,exported_real_energy_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,holidays_encoded,holidays_encoded_lower,holidays_encoded_upper,hour,hour_lower,hour_upper,imported_real_energy,imported_real_energy_lower,imported_real_energy_upper,real_energy_load_lag24,real_energy_load_lag24_lower,real_energy_load_lag24_upper,real_energy_load_lag24_roll_max24,real_energy_load_lag24_roll_max24_lower,real_energy_load_lag24_roll_max24_upper,real_energy_produced,real_energy_produced_lower,real_energy_produced_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2152,2018-01-01,-0.008709781686691355,-1.2763294506603315,-0.6762079749263425,-0.008709781686691355,-0.008709781686691355,0.0,0.0,0.0,-0.1939529245986511,-0.1939529245986511,-0.1939529245986511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9709166499357538,-0.9709166499357538,-0.9709166499357538,0.03366885815785583,0.03366885815785583,0.03366885815785583,0.013546566564207566,0.013546566564207566,0.013546566564207566,3.225616494293494e-05,3.225616494293494e-05,3.225616494293494e-05,0.0003134019137505961,0.0003134019137505961,0.0003134019137505961,-0.15814205475236523,-0.15814205475236523,-0.15814205475236523,0.10189196468497508,0.10189196468497508,0.10189196468497508,0.0487579693453287,0.0487579693453287,0.0487579693453287,-0.28803075434862846,-0.28803075434862846,-0.28803075434862846,-0.6572778734497978,-0.6572778734497978,-0.6572778734497978,-0.1939529245986511,-0.1939529245986511,-0.1939529245986511,-0.3466638294790766,-0.3466638294790766,-0.3466638294790766,0.0028992127681379608,0.0028992127681379608,0.0028992127681379608,0.137519607778412,0.137519607778412,0.137519607778412,-0.16915467015391752,-0.16915467015391752,-0.16915467015391752,0.008378083182464092,0.008378083182464092,0.008378083182464092,-0.20043654002824993,-0.20043654002824993,-0.20043654002824993,-0.044409274858915535,-0.044409274858915535,-0.044409274858915535,0.08286547772397586,0.08286547772397586,0.08286547772397586,0.0,0.0,0.0,-0.9796264316224451
